model,nafmfactor,kahfactor,hcnffactor,lvamvhalf,hvahslope,gnapbar,kamfactor,nafhslope,hvahfactor,nafhfactor,hvamslope,kdrnvhalf,hcnmifd,naphslope,gkdrbar,kahslope,nafhvhalf,hvamvhalf,kahvhalf,naphfactor,hcnratio,ghcnsbar,napmvhalf,kmmfactor,nafmvhalf,glvabar,napmfactor,lvamslope,kmvhalfl,lvahslope,gkmbar,naphvhalf,lvahvhalf,kamvhalf,kmkl,hvamfactor,CM,hvahvhalf,Rm,lvamfactor,nafmslope,ghvabar,kdrnfactor,napmslope,hcnsfactor,hcnmiso,gkabar,kamslope,gnafbar,hcnmisd,kdrnslope,gskbar,hcnmifo,tauca,lvahfactor
409,0.83603102,1.144739,1.145624,-56.234806,10.386942,47222.617,1.0686131,4.9677262,1.010968,1.001429,8.8615294,-22.239403,9.9718008,10.671147,2648978.8,7.362679,-21.029541,7.691999,-58.193474,1.1263781,1.540448,19618.5,46.219948,0.97483701,-21.66765,87165.57,1.082034,8.7670116,-39.80246,5.6705461,66903.922,48.659695,-85.031441,-18.075996,-11.2629,1.0991859,1.203056,37.809296,34183.227,1.0643671,9.1788979,358198.94,1.026161,4.355854,0.80749601,-1.372882,22618.391,17.257742,3531744,16.412516,20.974291,71609.18,78.393822,145.42041,0.94098198
410,1.149851,0.90012199,1.1164401,-55.469166,8.8836937,48919.531,1.01516,5.9484239,1.151177,0.920057,9.5790071,-19.495886,10.037917,9.7670364,4315285,8.9951448,-22.365494,15.699687,-55.703094,0.903817,1.840397,64866.57,46.537598,1.170022,-22.734671,115116.03,1.187731,8.391552,-44.034653,7.0403929,79521.875,46.773006,-84.533546,-16.437548,-9.8032951,1.194052,1.187318,32.892918,38327.18,1.099542,8.9972267,102416.59,0.99413502,4.0224142,0.96650201,1.82836,18011.021,14.481922,7746176,13.152625,16.496737,63053.008,71.930916,114.68688,0.82874203
411,1.053699,1.131218,1.149079,-48.317673,7.6283498,46544.172,1.0568219,5.1102719,1.001097,1.194011,6.9182739,-13.281732,9.1845627,10.877444,5782277,8.2944136,-18.970968,13.021319,-56.534073,0.95651197,1.529745,27979.604,48.616714,1.086211,-24.412556,86002.242,0.83723402,7.3795261,-38.730762,5.6035652,66974.938,52.798389,-87.723129,-20.734838,-11.110428,1.068601,0.995188,38.33223,47452.152,0.97825301,8.3502302,108536.14,1.012125,4.8728161,0.94135201,-0.39375699,43296.605,16.681822,6094330,16.35383,18.000477,35821.859,73.756912,67.018227,1.046183
412,1.03532,1.128582,0.99628401,-49.877399,9.3333426,19117.141,1.155794,6.4664102,1.012578,0.89212298,7.9092069,-17.627567,10.486056,9.2004509,5996085,7.7675219,-28.183899,15.430618,-55.764397,0.99286097,1.6663851,48336.516,45.33757,0.90782702,-22.857559,99767.484,0.94629699,9.3359156,-37.37421,5.5034099,136866.66,48.703754,-84.324303,-15.691685,-10.824471,0.840298,1.192977,32.731472,46097.961,1.1097521,9.2330208,147358.81,0.84106898,3.6478591,0.817532,6.3825998,24691.434,15.139252,8402670,15.889505,18.5798,57426.879,70.99649,56.455139,0.84501499
413,0.97642797,1.177876,1.119957,-48.21545,10.037635,50966.559,0.93982601,6.374929,0.96500599,1.128454,8.1988306,-21.217539,8.1560764,11.438873,3808498,9.0222998,-19.23439,7.8224659,-61.189465,0.99037498,1.544543,58831.148,52.348743,0.88308299,-27.000738,126298.24,1.158402,8.125041,-44.153782,5.6962962,162986.66,44.635815,-90.889008,-19.923054,-9.6246271,0.96371299,1.101132,36.70536,30544.492,0.98401999,9.6224537,344368.88,0.80321401,5.045773,0.94619,1.693815,46751.09,15.205967,6628422.5,16.74909,20.656305,37814.727,75.82119,130.36685,0.83623999
414,0.90645099,0.99528301,1.113483,-50.851555,9.004324,62112.508,1.162863,6.4599991,0.80301702,0.98559803,7.737288,-16.471205,8.4530239,11.581853,6122870,9.607893,-19.201355,9.072052,-57.141041,1.02918,1.69933,57484.73,47.910961,0.863352,-22.195831,93838.375,0.95910698,6.5684481,-37.750229,6.511415,163064.31,44.097237,-83.631348,-14.436088,-10.783453,0.87137401,0.76675898,39.749783,41443.344,0.980425,9.8426857,171582.39,1.1461591,4.8310452,1.0522079,2.0875721,42075.203,17.777229,3919511,18.021673,16.898081,58370.398,71.743324,106.62568,1.035085
415,0.913903,0.82595903,1.11529,-50.181229,9.410181,27267.943,0.95655102,5.315269,0.92817402,0.99532598,8.4245758,-17.648397,11.126995,11.872196,5744502.5,7.9152732,-25.464281,12.679444,-60.266968,1.152764,2.0214379,48156.543,43.919312,1.018295,-26.201841,80129.992,1.171694,8.5260878,-44.411369,6.2963028,131763.61,46.727299,-91.016502,-16.348963,-9.9492245,1.195577,1.13322,36.314014,58030.469,0.86505401,9.7885447,212299.14,1.153824,4.551177,0.99560797,1.247213,24151.195,15.80002,4427275,16.36396,22.200993,66182.492,70.510445,77.980141,1.031199
416,0.91105199,1.16023,1.029314,-55.247387,9.3191051,49942.73,1.180325,6.808496,1.061033,0.87092102,8.2262316,-17.527439,7.911684,10.393205,2500316,6.6370878,-26.036818,11.600338,-61.492741,1.035282,1.744558,29075.639,47.70179,1.051815,-22.669733,124764.59,1.116122,9.2468863,-44.901619,6.592628,158547.36,51.494324,-83.886787,-19.465549,-8.9755888,1.019403,1.249871,35.2048,60726.652,1.087036,9.0748577,122178.55,0.846636,4.0552258,1.151013,0.121461,16165.676,12.19601,7316535,17.616484,15.946516,41444.609,76.443474,87.590736,1.004945
417,0.85091799,0.85155201,1.02434,-57.162281,10.566298,38205.949,0.98614198,5.632082,0.99309301,1.181837,9.5571728,-18.380606,11.258486,8.2305689,4938355.5,7.5449238,-19.119299,9.8316107,-55.141796,0.86069,1.599067,37316.062,46.045013,1.128891,-25.108959,161603.09,0.87148398,8.8850098,-41.992519,7.639307,139451.22,52.000221,-88.558807,-18.882561,-11.626158,1.074219,1.248943,36.982677,65243.957,0.954234,7.756371,173462.73,1.17632,4.383141,1.18334,4.3221741,35458.078,17.837118,3590993.2,17.165331,17.043297,42464.211,71.021133,111.68143,0.92974198
418,1.165822,1.1348751,0.94585299,-49.639278,8.814208,40844.285,1.14979,5.1282101,0.92647898,1.052731,9.5419588,-17.639263,9.056818,11.87183,5639553.5,8.6218128,-24.549812,10.10244,-56.208988,1.031014,1.647756,37896.93,45.134308,0.94109499,-21.196899,164017.16,1.092754,9.1407022,-39.507023,5.9020739,73202.359,51.541973,-84.75209,-21.792719,-8.3910179,0.93484098,1.204043,34.055641,57370.816,1.147173,9.4756966,179908.95,0.83738399,4.088974,1.065542,0.66436601,26604.994,15.585637,4164998,18.672596,17.517445,30246.461,77.56118,128.49062,0.81503099
419,0.897035,0.939704,0.88925499,-50.456322,8.8597927,39461.98,1.154629,6.9271522,1.010384,1.022849,8.303524,-22.57292,9.2673702,8.3060579,5670723.5,7.3429589,-20.876389,10.355763,-62.499649,1.167918,1.823583,66632.547,46.229492,1.10151,-21.926682,85905.195,1.168628,7.9615679,-37.905067,5.889677,105048.29,44.207947,-84.533318,-13.375587,-9.5987339,0.801364,0.79644299,38.585724,33873.223,1.157546,8.4997711,291150.94,1.081166,3.685276,0.935179,1.839308,30954.436,15.560485,8127238.5,14.511623,16.336119,55535.191,69.689026,55.497517,0.87746298
420,1.012621,1.176556,1.0736001,-49.841106,8.169652,29571.436,0.98781502,4.996408,1.0884531,1.061118,9.3353434,-20.813457,9.497961,10.50089,3925668.5,9.6313477,-24.498293,6.978991,-58.573467,0.94143999,1.522893,32932.281,45.869686,0.907215,-23.211939,167373.09,1.01642,9.0956087,-37.051617,6.566164,129832.91,49.249283,-87.826424,-22.611952,-9.8322964,0.935462,0.94322401,36.974709,53049.5,0.85201401,10.010953,201459.8,0.90606499,3.976146,1.0386651,0.641518,47802.656,15.2799,7514003.5,17.873198,22.240492,64810.844,74.138992,74.147064,1.06047
421,1.119357,0.94971198,1.197472,-48.919674,9.6280756,54806.465,1.193036,5.655427,1.1710809,0.90592998,9.7230072,-12.828224,7.9406981,8.9982567,4765116,6.77005,-26.167356,14.048382,-57.003983,1.185823,1.64584,27833.25,45.999695,1.1128401,-23.20653,159098.8,1.008883,9.6676693,-36.138954,7.7711658,86407.133,49.643494,-87.667435,-22.474188,-11.375183,0.98709798,1.068547,34.817905,56813.703,1.019276,7.522572,133133.95,1.0220619,4.2422638,0.92129803,-2.1230071,20373.564,17.500486,7275355.5,13.963605,22.169136,35836.438,78.459,142.38158,0.815346
422,1.093273,1.085891,1.146135,-55.672485,9.2953224,30299.65,0.90724599,5.851501,1.15549,0.92393601,6.7637219,-22.471111,8.6579762,9.2097206,5997488.5,8.463562,-25.34111,11.610449,-59.35577,1.119634,1.857155,34312.5,51.094391,0.86964297,-24.21661,88996.062,1.010385,7.9564939,-40.914509,5.9162049,82759.242,44.186211,-91.980476,-19.008926,-11.565104,0.90446401,0.97220999,34.332352,49339.09,1.042099,8.0431862,124674.93,1.098812,3.9877751,1.0598069,6.0162621,19669.557,12.674434,6277313,14.131832,18.971573,66212.391,75.096016,147.97794,0.813398
423,1.077479,0.87654102,0.98529798,-51.184273,9.0441599,36567.574,1.189376,6.823175,0.84561801,1.016081,9.461132,-18.309298,11.467775,9.0377665,2553877,7.8070421,-22.838352,6.763391,-54.415016,0.99176401,1.696279,37828.777,46.632187,0.987198,-22.930222,93073.031,0.99495,9.4473372,-36.827061,5.5986748,148818.31,44.41774,-92.729576,-15.786116,-9.1295462,0.98905897,1.129058,38.238876,21086.084,0.83119202,10.878954,240265.92,1.145309,3.7886469,0.92476499,1.3297631,34859.402,16.852091,7594543,18.753944,17.670706,56905.535,71.116882,49.667801,1.101072
424,0.877083,0.95560801,1.1180201,-53.848457,10.631105,30952.713,1.108722,5.3587012,0.81423903,0.858266,7.5915852,-16.200571,9.57973,11.103108,6157019,8.9128866,-22.844343,6.8518338,-54.152939,1.019169,1.9174711,21370.283,51.497017,0.94502097,-22.480753,76804.445,0.92899001,6.8988032,-38.357201,5.3913579,96861.719,45.502579,-83.746513,-23.128141,-9.8156996,0.98844397,1.224874,38.186592,47907.285,1.019544,8.6836567,327548.81,1.1576689,3.6071489,1.185384,6.3096189,39096.602,14.152584,6952729,18.545752,23.523373,27617.541,69.485535,81.295723,0.86826599
425,1.007413,1.134032,0.94695598,-50.011288,9.921155,56414.371,1.178165,6.5075221,0.85180902,0.96886098,8.6786699,-21.962795,8.3594065,9.6168871,4492306.5,7.2591162,-28.328444,10.154431,-58.965321,1.052868,1.943693,59370.742,44.838505,0.88197702,-21.138742,100561.64,0.88527298,7.179215,-36.246956,7.9107709,226265,47.041512,-90.987793,-14.867846,-8.6734161,0.90053999,1.0126849,32.014812,71529.297,1.073382,7.9587889,250600.33,1.045517,4.246347,1.1754659,-0.54225802,35490.883,12.653976,4891055,18.114971,22.759352,50710.992,76.228233,91.611427,1.028663
426,1.060498,1.089626,1.100827,-55.12775,8.2722178,27452.096,1.0687391,6.8367891,1.064417,1.136732,8.1182737,-14.388772,11.202687,10.14733,5224712,7.4909439,-27.605009,9.1613007,-61.025585,0.991696,1.978418,17231.393,48.086731,0.93666399,-26.57662,132384.09,0.98427403,8.9629183,-40.449108,7.314764,162197.84,50.911976,-88.393135,-17.811836,-9.806901,0.87499797,1.020304,36.83382,40718.883,1.1340539,11.054392,258584.14,0.97907603,4.9116769,0.87783498,0.483136,14528.065,12.768495,3439574.5,18.336803,17.078409,62028.297,77.810135,116.16348,0.85687399
427,0.97674602,0.81751102,1.140542,-50.75388,10.495233,67210.18,1.1126519,6.4556079,1.13554,1.117071,6.8454781,-17.836365,9.2297115,8.1430559,3349468.2,9.0704784,-26.978378,10.504697,-60.690701,1.096819,1.680429,61802.293,44.677898,0.84135503,-21.237181,147296.8,1.099462,7.0072069,-38.313789,6.8214922,91783.555,48.280472,-87.127899,-13.967782,-10.423178,1.153757,0.90037602,39.232544,64948.605,0.923316,8.3888988,240589.98,1.173861,4.7654238,0.94867897,1.9638489,46316.238,14.467021,6750329.5,18.637669,18.065153,55857.008,74.524147,58.53315,1.045221
428,1.074882,0.94939202,1.081522,-54.463596,10.696788,63791.277,1.1583951,5.0648789,0.95323998,0.82484901,9.0436697,-14.721067,10.066299,10.231239,4422764,8.1699839,-26.645775,15.953696,-55.669979,0.90751201,2.198643,47971.07,45.696705,0.95652902,-24.73007,123920.69,0.83633697,9.0990047,-39.663216,7.5785651,100201.34,47.621246,-85.069588,-16.401548,-9.1638994,1.133595,1.033217,38.280121,44899.215,1.100786,8.6493568,295311,1.02001,3.869693,0.998052,4.8232751,38319.305,12.711018,2790040.8,18.638699,17.094555,40999.492,74.951561,63.298038,0.99818498
429,1.074232,0.96834397,0.922692,-53.320412,8.8095818,39855.293,0.91062701,5.2086401,0.83645201,0.82127202,9.0773926,-16.382378,11.436108,8.6051903,1809214.6,8.3627348,-26.788399,11.840877,-60.683746,0.94884902,1.945141,42800.402,48.01907,0.98806798,-24.355398,133166.09,1.181247,7.0207238,-37.437336,5.7431278,103151.17,46.621872,-93.018906,-17.467634,-11.856492,1.047529,0.78993398,41.228134,42593.719,0.96078497,10.741495,196615.12,0.95746601,3.810041,1.041448,4.7022252,29966.271,13.290684,6555327,14.230776,17.230305,42692.441,76.066498,153.61612,1.189628
430,1.157923,1.078663,0.93590301,-47.644226,9.7264233,39881.617,0.80915397,6.7571731,1.106871,0.90306801,8.0588512,-15.627474,9.387949,9.6243763,3277818.2,9.7081861,-18.781519,14.138745,-56.688889,1.017234,2.050282,26346.08,52.96059,1.152456,-26.902409,147402.19,0.91468799,6.611804,-39.473061,6.0858989,64592.73,49.097084,-91.7995,-14.569213,-10.263969,0.85852301,0.951823,36.71587,35435.078,0.99624401,8.2189436,211689.36,1.039942,5.0003152,1.1514651,4.342186,13111.049,13.680547,2248671,16.983961,18.379423,49085.203,70.654213,145.02916,1.1087019
431,0.91426402,1.112482,0.838126,-55.366024,8.7543011,54950.281,1.19409,5.2181072,1.1468461,1.1036839,8.1289005,-18.509682,9.1046524,10.576745,2026752.1,7.9892511,-24.460239,13.464362,-57.067165,1.198303,1.774791,28052.109,45.901276,0.80144399,-23.363836,79056.984,1.133841,9.3708429,-40.365253,6.7429972,79414.172,50.149616,-90.673157,-13.837307,-8.9839497,0.91600001,1.101233,38.266685,67722.289,0.97496098,7.6545458,231007.53,0.91352701,4.9880738,1.089242,7.32056,27794.959,17.659594,3600304.5,14.087651,20.090504,94702.078,78.023331,39.561131,1.074068
432,1.192987,1.106078,1.03921,-56.091763,7.7921009,35861.133,0.92064399,5.2947459,0.92412102,0.954292,7.749702,-17.207336,8.2302694,10.35823,4376412.5,8.1053677,-27.373716,10.720432,-62.099274,1.163977,1.905581,55357.078,47.184006,0.95747399,-26.83485,133867.59,1.142342,7.5012088,-40.826824,7.1786242,215945.39,45.714355,-92.431282,-16.568254,-10.337276,0.97950298,1.109472,37.958359,53219.934,0.937199,9.5093145,187472.05,1.153347,3.5817289,0.81346297,0.98865002,18921.045,16.580915,5559781,12.816496,20.093391,86632.391,73.105843,42.814507,0.97112
433,0.98062199,1.105052,0.99015403,-48.213814,10.476841,35490.449,1.14946,6.2721591,0.83020502,0.90021503,9.7014208,-17.4081,9.2669239,10.896403,2519309.2,8.7092991,-19.449001,15.540562,-62.687279,1.058735,1.5156831,36404.855,47.400097,0.97438699,-22.468397,44657.957,1.146091,9.2493877,-41.51059,6.6813979,149891.95,47.779144,-88.751328,-17.553003,-9.5216913,1.1621619,0.99032003,39.480675,45029.23,0.82699901,8.46591,305612.31,1.195562,3.641094,1.169625,4.8824272,15287.408,16.341291,4179151.2,17.199003,21.868265,37774.938,76.265839,106.13383,1.055257
434,1.118372,0.90544802,0.94470298,-49.868736,7.786757,65387.297,0.97164798,5.1296878,0.81588203,0.92877197,9.7718239,-14.281094,11.624085,10.562068,3143001.5,9.3204823,-25.690773,10.26982,-60.341492,0.89017701,1.935922,39277.223,49.118095,0.85281801,-21.509375,76970.453,0.97338003,7.3935518,-35.254295,7.531827,137456.95,52.312923,-84.456459,-19.687134,-8.3999319,1.090939,1.1904449,33.968578,23936.229,1.0705251,10.069895,317685.12,1.0970449,4.4845271,0.96583802,2.41029,25570.709,16.518009,5593580,12.989244,18.438606,84413.523,73.184029,56.433525,1.079975
435,1.031051,1.1378109,0.96022499,-54.871716,8.4496517,25088.445,0.930628,7.2159581,0.92446703,0.88492,8.846982,-13.75845,10.799001,8.4465322,4130330.5,6.6912832,-27.613022,13.405294,-58.57856,1.069942,1.811342,38894.625,47.752251,0.98057503,-21.272654,115659.16,1.092937,9.5817108,-35.487984,7.5384498,137278.69,44.907585,-90.786766,-16.333658,-11.578401,1.160199,1.168294,33.050571,69981.414,0.86498702,9.087491,97396.734,1.15139,3.5342641,1.030582,-1.95279,18516.113,14.130412,6144447,14.131416,16.019672,62013.117,70.776466,147.68982,1.05198
436,0.936836,1.156837,1.0295891,-52.461765,9.8015814,62818.062,0.81923401,5.9361072,1.184444,0.85517699,8.343565,-17.39435,9.3814926,10.59157,6396528,9.1682873,-21.68432,10.101765,-55.196316,0.92145997,1.762162,31224.555,48.616005,1.086164,-23.915154,104622.96,1.099122,9.703229,-35.479927,6.947762,130539.2,51.603718,-88.526894,-21.339321,-9.4542418,0.86279899,1.045236,32.253857,75756.812,0.90819103,8.983017,281229.81,1.087001,4.0335021,1.090449,1.4408799,29003.119,13.519762,8465358,12.939002,17.268759,83969.508,74.656425,149.22076,0.86493999
437,0.867176,0.96648198,0.99427497,-48.164768,10.646899,30394.035,1.083303,6.0844579,1.035586,1.08411,9.9493256,-22.301699,8.8366947,9.4598932,3313554.5,8.9663143,-23.513351,12.461826,-53.629772,1.116528,2.163064,33625.215,45.302902,1.173546,-26.841558,131130.78,0.92367101,7.7338839,-41.533497,6.825242,119828.35,45.760677,-84.755089,-17.702765,-10.075438,0.88900799,1.179377,36.99839,44675.762,0.80848002,7.6607342,181551.55,1.056823,3.9086261,0.90102702,0.49943501,25529.648,17.352556,6637395,17.252239,17.169319,54038.469,69.606651,103.68074,1.122824
438,1.09592,0.94733697,1.084319,-50.590294,8.9610529,28261.32,1.1139669,5.8375821,0.89383698,1.057966,7.3931608,-20.120874,8.4815807,10.999828,4723393.5,9.6327753,-22.456224,14.819846,-53.467804,1.165782,1.875861,23525.922,48.536991,1.0906841,-24.476261,75942.305,0.94788498,8.8036327,-43.06176,6.9324441,151492.11,51.077572,-86.174957,-22.620417,-10.56213,0.81173098,0.877397,35.240402,53967.023,0.959737,8.5691004,183657.72,1.178894,3.6067619,1.0568449,4.4227028,46494.027,15.367406,2294140.2,16.13006,16.907415,45328.77,75.848473,117.76727,1.172385
439,0.98237997,0.84268302,1.199609,-56.463058,9.8449469,46238.102,1.192735,5.9331999,1.1996911,0.81261802,8.7202253,-14.715559,9.9989834,9.128211,3992566.8,7.4060049,-19.071943,15.843032,-56.553398,0.90612501,1.921541,55934.438,45.31263,0.951572,-27.487152,79286.055,0.91023099,9.0451889,-37.576649,7.4439011,98682.141,46.255333,-89.15107,-21.366842,-9.4990025,1.042423,1.248765,37.863232,37463.297,1.033067,10.539476,155709.08,0.89467299,4.178679,1.134333,4.1620808,24571.059,12.646536,6160587.5,15.149195,17.293306,30068.344,72.579224,110.26237,1.15168
440,1.095022,0.91478902,0.99801302,-51.844662,10.187562,34809.953,0.97430199,7.2889848,0.86623102,1.062299,8.0796127,-16.551861,9.3134909,11.940361,3437138.2,9.6262302,-18.803566,11.681227,-61.102608,1.020909,1.814448,29881.26,45.598354,1.047996,-23.686884,107450.43,0.90719199,7.8437848,-38.58374,6.5658121,78939.797,48.73827,-88.748291,-18.539621,-9.2902184,0.93934,1.20332,40.071342,68829.211,0.99568403,7.5396881,238450.67,0.90134799,3.61939,1.0788161,2.19947,45348.641,16.886854,8002643.5,16.717594,17.036209,70522.492,75.710144,39.155296,1.1815439
441,1.153398,1.058442,0.82625699,-53.690159,7.9812112,40976.281,0.88954097,6.8219461,1.068508,1.036265,9.7444859,-21.289389,11.410374,10.001209,6324682.5,7.3358932,-20.828985,13.110985,-61.428532,1.0855041,1.855811,28445.768,52.599319,0.989232,-25.856783,96845.117,0.87037402,7.8013539,-35.565578,7.4669442,156423.94,45.332539,-91.494789,-13.31157,-8.3005972,0.85149097,0.939843,41.459183,42253.543,1.139814,9.3164797,103059.76,0.91416901,4.4230151,0.92974299,3.2485969,46655.547,12.366711,3896334.5,12.812428,19.126978,57844.684,78.146721,39.575222,0.912467
442,0.92569101,0.983271,0.89347899,-56.89156,8.5435457,21433.717,1.198162,6.1140771,0.97457403,0.974702,7.4708948,-16.295044,10.052769,11.795907,1729008.5,8.7199688,-22.824944,9.1636362,-54.862923,0.927845,1.728937,23843.42,48.048794,1.0917749,-22.518211,71200.055,0.82484603,7.8322711,-43.144096,5.4939308,119587.27,49.252064,-87.855728,-13.963565,-8.5969572,1.034234,0.79651701,40.585232,42702.82,1.170218,9.8553429,312736.22,0.93593597,3.775002,1.015088,6.6973171,39151.984,12.754697,5210167.5,13.997188,21.423523,94253.656,74.277931,72.980835,1.0322371
443,0.83759999,1.007327,1.1666369,-54.118565,9.765996,42725.441,1.1916521,5.3370328,1.042614,0.80234402,8.973156,-18.091429,8.3909664,8.115941,5909509,9.8337946,-23.742458,10.451027,-53.425743,0.85031801,1.82664,48426.773,48.326328,1.107913,-22.143818,104475.73,0.94671798,7.670146,-37.589314,7.7327909,220273.94,44.098198,-83.765747,-13.544641,-10.42148,1.144749,1.019313,32.229736,34910.477,1.125249,8.9159918,112318.04,1.074538,4.6885228,1.190797,1.290795,13583.738,12.8791,4417985,15.235087,22.6047,32320.727,76.751236,83.111443,1.057265
444,0.98665202,0.83902198,1.123473,-56.913818,9.3215418,59025.664,1.056036,6.3816018,0.98522598,0.85717899,9.7836161,-15.771082,8.0756245,10.187691,4584026,8.1928434,-26.692827,8.9190359,-58.689957,0.97827703,1.964754,31266.439,44.185871,0.94504702,-21.988394,91505,1.1992429,9.7735167,-42.344864,6.5957031,64319.625,46.407097,-85.182175,-18.021322,-10.299586,0.98055601,1.209486,33.511936,42438.891,0.82556498,8.5952234,311189.56,1.001768,5.2050691,1.061143,5.7389288,16765.098,15.945264,7104355,13.520051,15.946258,101836.02,75.904892,88.510597,0.981381
445,0.91213,0.96793503,1.056567,-53.74102,10.170877,45635.711,1.091346,6.0625262,0.95042503,1.023,7.6280251,-13.766339,8.0069818,9.2016897,5560760.5,7.3287282,-25.378677,11.652106,-54.9669,1.1165529,1.6056581,48365.074,48.974148,0.892398,-24.561872,110339.88,0.81893599,9.7509432,-35.686726,5.6793199,86629.812,51.063126,-83.582512,-21.802938,-11.685094,0.96759498,1.050631,33.448235,38352.434,1.1632349,9.0009003,114869.89,1.119431,4.8366728,1.193068,-2.0130129,31468.576,17.908293,6785137,14.237692,18.661112,65352.512,78.787933,119.9291,1.051523
