model,nafmfactor,kahfactor,hcnffactor,lvamvhalf,hvahslope,gnapbar,kamfactor,nafhslope,hvahfactor,nafhfactor,hvamslope,kdrnvhalf,hcnmifd,naphslope,gkdrbar,kahslope,nafhvhalf,hvamvhalf,kahvhalf,naphfactor,hcnratio,ghcnsbar,napmvhalf,kmmfactor,nafmvhalf,glvabar,napmfactor,lvamslope,kmvhalfl,lvahslope,gkmbar,naphvhalf,lvahvhalf,kamvhalf,kmkl,hvamfactor,CM,hvahvhalf,Rm,lvamfactor,nafmslope,ghvabar,kdrnfactor,napmslope,hcnsfactor,hcnmiso,gkabar,kamslope,gnafbar,hcnmisd,kdrnslope,gskbar,hcnmifo,tauca,lvahfactor
363,1.196853,1.054955,0.97784901,-51.670361,8.8247604,36667.957,1.177377,6.1561871,1.004841,1.16369,6.8165979,-14.500439,10.331994,9.0270014,2491386.2,6.584064,-19.229589,6.7579021,-54.892166,1.033536,1.996235,36682.812,47.671547,0.94195902,-26.881002,104601.88,1.0861681,7.1125898,-40.667118,5.3989291,97867.438,44.943497,-85.381248,-22.175463,-10.656714,1.051901,1.177829,36.83033,39415.938,0.99963599,10.395565,348992.47,0.84411299,4.263123,1.132862,-1.788205,49720.566,14.338524,2795288,14.228507,20.315298,64312.863,75.958069,149.86386,1.087081
364,0.862037,1.04267,1.026973,-49.871826,8.9894896,67172.766,1.192631,5.8081789,1.007388,1.079394,7.7183161,-16.804712,8.8469,10.874404,3063069.5,7.0722089,-20.333941,8.1008568,-55.647102,1.0786721,1.798843,66305.594,43.974495,1.189126,-22.54775,147776.91,0.90475202,6.9861941,-37.667309,6.2746,72216.227,45.354866,-89.351379,-17.472649,-10.466578,1.026865,0.97040302,35.711441,22788.389,1.091045,8.901516,324205.97,1.134212,4.690414,1.094461,2.577019,12735.687,12.178019,7842961,14.825519,16.470587,39415.621,74.108078,65.10537,0.953825
365,1.009183,1.071817,0.87379801,-52.068165,8.6541729,38454.195,0.87505603,6.8612189,0.91907102,0.890912,7.975399,-17.746925,11.222498,10.697485,3261081.5,7.134974,-26.918974,11.720562,-57.667381,0.88518697,1.8217959,35772.883,47.465797,0.824678,-23.780741,106290.43,1.062646,7.1137199,-36.528755,5.416203,177747.11,44.096699,-90.384651,-17.233253,-8.0615044,1.179536,1.121442,33.93108,58809.289,1.059429,8.8365297,224211.77,1.108336,3.7606969,0.98861903,4.750072,29682.104,17.204576,4514615,18.718182,21.590223,28099.293,75.452866,149.7739,1.053574
366,1.16229,1.035593,0.93007898,-49.598579,7.3157959,34799.094,1.05972,5.6893201,1.014689,0.95557803,9.7811117,-15.386914,8.0225182,10.296473,2876066.2,8.3819304,-20.353994,14.249997,-54.319828,1.138111,2.120383,30398.514,47.181053,1.199368,-21.712999,97752.828,0.81029302,9.356431,-41.581795,6.391623,73755.68,45.352547,-86.073105,-23.130337,-10.171731,1.00099,0.91938901,41.913673,54171.836,0.84158301,9.956748,99623.039,0.92486,3.693924,0.84932202,4.0283899,31311.705,13.380729,7360452,13.755484,17.351276,97666.508,73.296898,70.571152,0.95854598
367,0.85363901,1.002003,0.97539699,-51.741505,7.7421408,34839.133,1.038238,5.5360799,0.81296998,1.010615,6.7397351,-20.247946,10.541301,10.682336,6129553,9.3007832,-24.587276,15.795414,-62.495014,1.146436,1.93115,49412.082,50.765343,0.87139201,-24.499886,51492.301,0.944116,8.4115629,-35.697186,5.884953,112655.27,52.845821,-92.121986,-22.516546,-11.596878,1.089456,0.77798098,35.35976,75547.172,0.85478199,10.275097,307252.72,0.89312601,4.3233819,1.092235,2.7544451,39855.305,17.435328,6662715.5,16.664358,15.795213,84811.711,74.337654,120.08743,1.099152
368,0.90274,1.1407861,1.067373,-50.148239,9.7953634,56157.301,0.89097703,5.5264659,0.96789497,0.87440199,7.9584241,-22.568192,11.080648,8.5747089,5205786.5,7.9489779,-24.254263,9.3742838,-55.141483,0.80539101,1.794883,36305.785,48.102959,1.171108,-24.4832,127854.66,0.99320799,7.5682669,-41.929359,7.454917,129474.43,50.351295,-90.564781,-18.083096,-11.98431,0.90692902,1.0200779,35.834133,75082.883,1.129971,10.432393,274068.22,1.1212831,4.564487,0.86255002,6.6769099,49469.898,13.58282,7253214.5,13.902367,19.059185,80940.352,76.266464,136.9929,0.866108
369,0.89909297,0.83938402,1.184365,-55.995178,10.123629,52337.469,0.97560197,5.9119039,0.98928499,1.197857,8.2646456,-19.587486,11.509421,9.2417221,5171829,6.766047,-21.564659,14.326706,-56.427822,0.91561699,1.924263,30220.176,49.101566,0.99887502,-27.452213,134559.34,0.98831999,8.5216713,-40.197582,7.2720571,85684.195,44.134365,-86.597733,-22.01185,-10.239477,0.93932199,0.82424301,38.955662,28435.277,1.177593,7.5063701,254670.42,0.985717,4.1305199,0.90972501,-0.84724599,25943.475,16.611219,5496530,16.442089,17.744524,51355.133,69.456566,79.277184,0.87863201
370,1.1120811,1.148998,1.074421,-51.011646,7.7493811,35755.367,0.81470001,6.0568571,0.96338201,1.047278,8.2466564,-15.689847,8.5525951,11.530364,3448485.8,8.7979527,-28.604343,7.5058799,-56.902355,0.96085101,1.79431,58324.988,48.77076,0.87142497,-22.234529,55205.824,0.89110798,9.6500568,-37.61829,6.1541972,70477.672,46.99855,-92.743401,-21.959764,-8.7634897,1.164801,1.199981,41.666531,62190.715,1.106564,7.9377279,133896.75,0.84101403,4.2771478,0.93932199,3.058573,25517.73,13.888932,6172615.5,15.056546,19.85512,93833.281,74.885445,139.26392,0.850016
371,1.142243,0.93747699,1.024066,-50.057182,9.6386166,42424.605,1.035547,6.2354212,0.95570499,0.933716,7.7383618,-20.253263,9.1448164,8.2700138,2966065.2,8.81565,-28.416761,7.7555881,-61.62542,0.94475299,1.5415961,51307.832,48.80024,0.84694302,-26.196609,116849.96,1.139967,7.6484241,-36.067768,6.1199212,191341.64,47.09462,-91.046883,-14.204724,-8.7272348,0.90893501,0.81884903,35.126446,56520.23,0.97519398,9.9997578,139858.34,0.97443998,3.717818,0.84240699,-0.69464898,23658.877,17.689671,3796168.5,14.568355,20.27054,42490.121,74.709396,44.554871,1.120779
372,0.99655497,1.083251,0.92342401,-56.967533,10.743164,62510.996,0.89242703,5.6955462,0.87784398,0.80770099,8.6200638,-20.554386,11.581367,10.903814,2697764.5,8.5286493,-22.611492,7.2203498,-58.033562,0.94713199,1.894248,36881.969,47.189636,1.0654891,-24.364063,66584.352,1.080556,9.2184467,-35.148041,5.6433892,147599.52,50.904964,-88.700592,-18.056568,-11.657252,0.909172,1.045262,33.312103,24519.404,0.833556,11.1375,110618.03,1.10264,5.071702,1.122672,3.5436151,37826.824,17.084518,7228073,13.628247,18.173019,68506.555,78.129959,59.938473,0.80100101
373,0.822061,1.026198,1.073311,-48.415298,8.8486528,44132.766,1.083251,5.399622,1.123886,1.062053,10.026953,-15.192967,9.8070173,9.1502047,2234332.8,8.7743301,-25.886396,10.643868,-62.935841,1.028865,1.907129,29919.43,50.804966,0.81820601,-24.975492,159620.84,1.170945,9.041791,-41.576359,6.7407532,201543.03,50.717579,-89.966568,-16.889612,-8.4278708,1.066337,1.213594,39.205265,67213.852,1.048969,10.603967,305833.78,0.88083601,4.2533622,1.090232,-0.79302198,20386.828,14.409137,8345315.5,14.466068,16.60038,54936.16,76.233223,95.867775,1.112132
374,1.1929049,0.80215299,0.97371203,-55.822308,8.6755743,27167.182,1.0086679,5.0783739,0.86300099,0.991256,9.6829443,-16.327806,10.053441,8.8369551,5481187,8.3219442,-21.841656,14.552848,-54.487122,1.022406,2.0113959,39696.539,47.029564,1.04539,-21.950953,140850.39,0.94313598,8.1198778,-39.455364,7.9582052,109496.46,45.504868,-91.888977,-18.799248,-8.6865702,0.98632902,0.99666399,37.449268,54236.547,1.188929,9.5128298,290445.81,0.86615199,4.1316242,0.87591702,-0.184523,17575.633,17.572258,4363540.5,17.748749,19.196608,91636.766,78.46286,50.81765,0.90255499
375,1.011964,0.89826298,0.85550398,-54.489231,10.522674,17129.85,0.936131,6.6761169,0.93450099,1.116999,9.6419649,-15.414636,7.8416238,8.6110373,2361992.2,8.1204948,-19.478132,9.5272017,-53.782391,0.90814799,1.573841,45337.461,48.941807,0.82621402,-22.03986,55132.07,0.985789,7.8977809,-35.842606,6.555481,141306.27,53.288303,-91.299583,-18.535151,-9.0954876,1.151508,1.207626,34.602051,43354.676,0.87616497,9.0437555,223943.27,1.048465,5.0307469,1.1332819,1.6849591,33663.676,17.276451,5274931,14.61834,17.585155,60361.73,74.580109,72.144302,0.83030099
376,1.032156,0.82444,1.159368,-49.090427,9.4559937,57089.625,1.190011,5.2515702,0.95550501,0.87039202,7.9347048,-15.017858,8.0843258,11.337391,2941466,7.1536241,-27.232128,15.451962,-55.822044,1.101212,1.817669,39175.801,52.829193,0.94256902,-21.214876,134689.45,1.053563,8.8303108,-38.030079,7.6906891,113762.77,45.789833,-92.719032,-17.02142,-9.2844639,1.020484,0.88308001,33.469593,54503.16,1.111873,7.6660252,113946.77,1.008213,3.7428939,0.95569801,-0.136756,13023.416,15.957028,6483630,16.356052,18.772919,29757.15,70.728012,133.63751,0.93995798
377,1.001902,1.072875,1.0348099,-54.403297,9.0135365,26598.285,1.190223,6.5756602,0.970972,1.009173,9.3160458,-19.910404,9.9907074,11.918463,1985358,9.4510098,-27.22942,7.5229659,-56.781166,1.114834,1.800452,28261.887,50.493984,0.90280402,-24.871349,60409.078,0.90328598,7.8618388,-36.964607,5.4812841,137468.33,51.697674,-84.818024,-15.272822,-10.809169,1.056937,1.2290061,41.417564,63578.887,0.883596,9.8937473,325376.09,1.018428,3.6428189,1.162921,-0.77515399,22832.617,17.497068,6147807.5,15.930388,17.990915,44755.043,75.487732,148.99158,0.910344
378,1.092949,1.079951,0.92576098,-56.295647,7.8752189,42905.941,1.008801,5.3329272,0.97399199,1.155678,7.1239529,-18.891933,8.3524551,9.0200186,5703557,8.3034601,-26.713732,16.032459,-58.527699,1.019019,1.567878,26549.318,48.687492,0.98638499,-22.365681,132829.08,1.1068209,8.0369453,-36.51268,6.3235931,125004.77,47.950745,-84.188538,-17.649376,-9.4122906,1.089952,1.046452,38.365288,32877.449,0.98484099,10.8936,176986.83,0.99645299,3.666688,1.053061,7.648448,38406.066,17.250912,5680927,15.734357,20.859995,34654.484,69.89753,85.860359,0.98449099
379,0.872136,1.109961,1.1580091,-56.82225,10.440716,18264.27,1.079156,5.6058111,0.90246803,0.80483401,8.995079,-15.763875,8.2029266,9.1346312,5042292.5,9.7817831,-28.058434,11.582955,-61.750736,0.99439502,1.5628639,23048.346,48.036026,0.87822598,-24.477686,57148.875,1.116953,8.1498775,-42.306789,6.5888438,122079.73,49.963638,-83.921303,-22.617243,-8.4650612,0.82449198,1.059154,39.840649,59593.469,0.91535097,10.471569,185287.02,1.1957411,4.25528,1.154817,2.426759,30897.197,14.875209,4325921.5,14.421722,20.870152,26867.297,75.769905,79.160957,0.84028101
380,1.156276,1.046417,0.98619503,-52.884296,9.8461761,67099.594,1.073079,5.6830478,1.1691,0.91826701,8.8822594,-16.78487,9.8483582,9.8831472,4918640,9.2090282,-25.774195,15.018582,-57.901344,1.116976,1.675348,30975.844,45.35157,1.10116,-21.877964,131566.33,0.90785199,7.7718911,-37.900558,7.2927098,80926.094,45.739124,-89.485298,-14.926287,-8.1501074,0.98380399,0.81179899,39.090664,62019.898,0.97398001,9.0111895,310068.19,1.038525,3.976346,1.068313,1.0378211,17383.637,12.949817,3613745.8,17.555565,17.032331,68445.414,74.006622,118.83755,0.98591501
381,0.949413,1.106414,1.147909,-52.763657,10.298244,56940.594,1.084694,5.7222972,0.85058498,1.009683,7.2421298,-14.038032,7.8956699,10.578664,2607484.2,7.760046,-27.189707,14.185113,-58.737885,0.89740402,1.6670491,63490.387,45.430019,0.91306698,-22.799152,123818.79,1.0535311,8.7374172,-38.808868,5.936964,74294.469,50.743244,-83.199059,-14.978648,-8.2832756,0.81839597,0.84027702,37.537613,41588.871,0.98437297,7.6684289,164114.3,0.87639803,3.7199471,1.021996,0.48163399,19830.252,12.399929,4628136,15.097311,22.575108,29597.318,71.427711,86.488113,1.188777
382,0.80881703,0.83057499,1.072891,-56.597214,10.305114,42866,0.97743702,5.9240289,1.149377,0.88647699,7.5457458,-15.368542,7.9076419,8.8044004,2106346.2,6.5735388,-28.164848,12.593113,-59.851639,0.88814098,1.603334,26036.746,44.304482,1.170507,-25.018435,131884.39,1.057135,8.0257339,-37.521477,5.702045,89639.07,50.504333,-86.478104,-19.671379,-11.957514,0.85448903,0.92390102,36.00935,74517.992,0.85753101,8.5667028,208643.38,0.94975197,4.2012329,0.99438399,-1.205866,33083.98,17.944368,8409015,18.50564,20.793137,73896.875,74.708908,84.274475,1.029178
383,1.047349,0.91896498,1.094514,-56.239803,10.495014,52441.484,0.92723101,6.2099519,1.138519,0.88474,8.1240911,-17.22975,11.348017,8.7363901,4815223,8.1590242,-23.034996,8.7489176,-55.915104,1.07691,1.71731,28314.479,44.001804,1.0286061,-23.945917,115653.12,0.928415,6.8510199,-40.841827,6.531198,63335.055,48.590416,-90.31498,-15.088742,-8.3436289,0.87004101,1.2013969,39.324333,40423.949,0.98767501,11.216351,264621.56,0.88480902,3.665978,1.064505,0.271871,14086.708,13.792502,5783305,18.572838,18.777225,38937.891,70.179993,107.59843,1.025126
384,1.036127,1.0049959,1.176773,-55.341183,8.7340565,29561.287,1.128535,5.6232352,0.845945,0.85539299,7.991838,-22.353195,8.2899971,10.747558,2049107.6,7.8313961,-26.893438,9.0525408,-58.124924,0.85560101,1.892081,30472.586,46.674129,0.86634803,-30.158005,142284.98,1.177331,9.5238361,-38.804684,6.9031482,137464.03,47.978844,-91.116684,-14.837016,-9.7139425,0.84047902,1.1568201,33.779804,41906.398,0.91400099,9.8271742,297621.25,1.079814,4.0850272,0.86708498,4.855258,25264.969,12.457037,3306824,13.54642,19.107433,31718.346,73.789467,63.102795,0.85102898
385,0.83519399,1.123194,1.0406981,-51.129044,8.9762821,40785.961,1.125584,5.1801748,0.82998002,0.94574302,9.3333673,-18.627102,8.9735928,9.2495861,5657962,8.1098118,-28.339111,12.815828,-54.61433,1.050437,1.505342,59901.434,47.561024,1.063753,-30.110289,95666.742,1.11063,8.9808664,-37.24408,5.992559,107096.61,52.402462,-91.042938,-23.289425,-10.100176,0.99351501,0.79860801,34.560326,43930.637,0.86732298,8.5088472,314369.44,1.004541,4.9965992,0.920555,7.7444539,38858.062,14.708954,2996328,18.624308,18.103853,57773.625,69.725296,104.58598,1.1067899
387,0.81812298,0.89642298,0.83633697,-51.714455,9.5679579,31583.623,1.095444,6.5756879,0.98095697,0.86261803,9.5282192,-13.760086,11.481553,9.0757046,3575915.8,8.0304537,-28.438095,13.990254,-58.774315,1.001663,1.716604,28096.84,46.099575,1.071401,-22.65712,126849.66,0.935785,9.5379057,-38.686363,5.8846622,94924.734,53.234852,-85.605782,-17.536877,-11.026119,1.1990809,0.93594301,35.809303,71008.297,0.91620803,8.8995991,272240.09,1.043067,4.0466418,1.1510251,-1.300743,36540.422,13.165247,5617017,15.998615,17.517042,56974.871,78.064728,104.79401,0.91430497
388,0.93258899,1.1529649,0.83034003,-49.289715,8.9830923,24077.197,0.950216,5.8516221,0.97516102,0.97682899,9.4613466,-14.928268,9.5124159,9.6128035,5119742.5,8.6345406,-23.624983,13.801926,-54.714596,1.013484,2.1334341,32046.162,46.31768,1.047349,-22.067173,76054.922,1.153862,9.1965561,-36.689655,7.063921,125238.5,52.120872,-86.423531,-18.043015,-9.5136738,0.97792101,1.00913,40.282383,43054.371,0.871095,10.93361,96986.352,0.92489499,4.9927559,0.83775198,2.8952141,47643.398,12.045651,7958776.5,14.289477,20.168756,73636.195,72.918869,84.030472,1.143453
389,0.83099103,0.81066799,1.167383,-54.389927,7.6365499,50239.238,0.93501198,6.3852139,0.956617,1.021456,8.7759371,-13.032935,10.959447,9.5720587,3494622.2,7.736239,-23.715199,7.9061918,-57.28862,1.055021,1.68801,49531.281,48.169357,1.0070519,-23.589617,43494.469,1.036772,8.2163534,-38.426292,7.7894502,118012.42,51.283295,-84.929115,-23.147224,-8.2057781,0.89583403,0.91673398,35.987122,79890.211,0.87105,9.6122751,202899.16,0.85703701,3.9778271,0.92193598,0.051959999,32218.863,12.012709,3579782.5,15.825255,16.648111,28588.729,75.097176,78.953728,0.982059
390,0.96414697,0.84850597,0.91439497,-49.581371,7.400249,36710.496,1.044754,5.9630818,0.90747303,1.052364,8.5057936,-20.433041,9.6556568,8.8873749,5285323,9.5715742,-25.175697,9.1280212,-56.804825,0.98446602,1.7234581,25491.811,51.28368,1.098405,-21.387102,140430.22,1.051059,8.757391,-35.171227,5.381319,70046.547,47.175308,-87.946907,-19.118549,-8.2251806,1.083413,0.90992498,33.862827,64998.902,1.1845289,9.5415182,195716.47,1.079609,4.295145,0.919873,2.2993569,32522.287,12.281831,7121455.5,17.723219,16.002764,72121.898,71.390945,110.20011,0.94129801
391,1.100578,0.82741201,0.81882298,-49.641163,8.303093,49178.598,0.858383,5.6122231,1.040584,0.96080798,9.7251968,-22.494526,8.6067829,11.04812,6118109,8.4120331,-25.696396,9.27915,-59.856216,1.127445,2.0164759,39907.434,45.115383,1.102994,-25.698168,68925.984,0.94282103,8.2803812,-38.561466,6.407424,138068.48,51.253429,-88.464371,-17.577051,-9.3928041,1.174278,1.18258,35.84351,60277.359,0.97242802,10.340493,92985.914,1.111496,4.1133208,0.83004302,1.1665339,42303.027,14.91235,5110722.5,18.834829,23.271217,51220.703,77.683594,70.954201,1.002489
392,0.811221,0.90772301,1.174976,-53.635098,7.7455039,63174.402,1.114976,7.1500621,0.895518,0.82718003,8.6905088,-20.280973,11.173715,11.583699,1632036.2,8.2316856,-20.976538,6.8106432,-56.030121,0.82657701,1.967411,26144.902,47.076633,1.0216579,-25.51939,48691.887,1.151352,9.4953432,-42.225067,7.3915839,142138.38,49.227848,-89.846123,-21.073278,-10.861639,0.92155701,1.156551,36.331596,51375.664,1.0250061,8.7035809,357020.81,1.12769,5.200141,0.88198,-1.074097,36424.934,15.449518,7400504,15.233904,22.095835,63781.805,74.110306,144.89275,0.99276799
393,1.119103,1.173332,0.92643499,-56.433872,8.7702293,46639.125,0.86873299,6.4859748,1.106089,0.87963098,8.2390022,-14.747762,10.160965,8.3983631,5260368.5,8.5327787,-27.034676,13.586135,-56.741428,1.188713,1.903806,46770.555,43.967926,1.05639,-21.223768,130192.76,0.84953302,6.9679632,-40.773895,6.03092,76533.68,51.813808,-88.937057,-13.719773,-8.1692076,0.80119199,1.216486,41.502937,68745.875,0.95527899,10.779505,208077.05,0.845276,4.0659909,1.1143301,-1.325653,12755.854,13.461936,7780871.5,15.629175,16.204817,38267.961,69.44648,49.361019,0.91849101
394,0.88212597,1.092931,0.84511697,-53.611973,10.738956,48945.387,1.085672,5.0717368,1.1713769,1.11607,8.1786003,-12.708496,11.566448,11.335831,4197493,7.5392652,-23.111673,13.786579,-61.006252,1.142542,1.535251,41983.066,46.216694,1.052235,-23.219473,47744.074,1.154883,8.2668619,-36.053146,5.7314882,142164.17,49.771015,-89.172646,-19.586077,-8.16401,0.95000702,1.1444941,34.459808,31695.795,1.144658,8.8070574,136000.83,1.144182,4.5932951,0.95357198,2.4092381,24146.682,16.623512,7429825,17.590282,17.902546,95827.875,78.253372,114.59779,1.1116509
395,1.056989,1.036065,0.80545002,-48.484146,7.310102,60943.832,1.1018699,5.7622509,1.006009,0.812729,8.351532,-19.472387,8.9451485,11.72217,3486113.8,8.2653894,-27.053896,9.9190264,-55.975189,1.183599,1.5630569,35580.398,51.204681,0.80594599,-21.544401,79975.602,0.83078599,6.6010852,-35.841953,5.8623939,107836.05,44.582726,-87.014946,-21.539543,-11.549808,0.80176198,1.149729,37.739948,53945.629,0.91013598,9.324008,185703.47,1.0468889,3.7703061,1.023066,6.4798508,30345.846,17.55562,6974956.5,13.015691,21.818905,97853.219,70.090141,128.34097,1.058454
396,0.96740198,1.197062,0.85213703,-47.58054,8.9775181,54378.91,0.98632199,6.5009918,0.84272403,1.029182,9.0737333,-15.632189,8.9019909,11.901385,2121772.8,9.506937,-26.385386,11.316323,-58.756271,0.86209798,1.6567481,18949.156,50.016674,1.176939,-22.722612,99287.617,1.118868,8.0132523,-39.050308,7.5707722,85376.695,52.778629,-92.009476,-20.700888,-9.3460102,0.96105599,1.04085,41.073154,58495.859,1.1562819,8.3518448,219105.45,1.087779,4.6436248,0.80019701,7.7157431,42873.344,12.217488,3308381.2,17.401077,17.975885,82280.445,78.83918,72.545441,1.148105
397,1.1317689,1.1107939,0.81991303,-50.577518,7.2610631,32307.17,0.984945,6.1212049,0.95919597,1.078467,6.9929719,-15.166989,8.9007921,11.499983,4707755,9.6347141,-21.251324,15.535631,-56.188786,0.83585602,1.995391,26286.621,46.196304,1.031482,-22.045391,96143.945,1.123407,7.1453071,-36.990147,7.5158591,83019.695,48.430077,-84.936958,-21.831596,-11.787036,1.055553,0.97245902,37.850876,62535.008,1.165235,7.8896179,343660.84,1.183233,4.177341,0.91358,-0.146244,37171.445,12.278112,7500730,16.929344,22.132591,67104.422,72.555969,57.881065,0.88071799
398,1.0713921,1.1479239,1.063162,-47.60574,8.4652967,49421.77,0.99790102,6.1969848,1.044426,0.910101,8.1207781,-14.522108,10.534015,8.9369316,3090315.8,8.6037331,-25.177975,14.267549,-55.120541,0.93011701,2.108808,20403.369,48.826416,0.96436697,-21.937525,83459.492,1.100469,8.2594376,-43.829346,6.8248782,121571.1,50.17675,-86.848679,-15.994215,-9.0627937,1.1256,0.90240502,36.527355,58751.746,1.045935,9.4036436,264817.91,1.111124,5.2504702,0.900949,3.6996059,24974.414,12.043356,5511988,13.952063,17.952827,64773.105,74.152733,66.059372,1.093626
399,1.180102,0.818488,0.96975303,-50.120529,7.434381,38052.152,0.97176701,5.0270982,0.94404,1.161222,7.321866,-13.12514,11.098965,11.370908,5515811.5,8.6114931,-27.152363,14.707475,-56.285351,0.86656201,1.508835,24788.869,51.080669,0.95951998,-23.321928,48735,1.146525,7.9949942,-41.079739,7.3759031,108773.05,50.340858,-87.562164,-17.342875,-9.5022593,1.046924,0.90719002,40.834915,31641.449,0.85066801,8.2063446,232823.02,0.871373,4.35256,1.183352,3.5012219,28977.498,15.426075,5083557.5,18.388327,19.529869,63438.715,69.892357,103.59727,1.024313
400,0.94613898,1.014321,1.137138,-50.364002,10.110182,46895.336,0.97451901,6.7838311,0.884368,0.93034101,9.6786671,-13.472218,9.3610001,11.077893,5056160.5,7.7214422,-27.085918,11.412996,-57.414715,0.81504202,1.893577,48057.098,46.302074,0.83681202,-24.38291,42028.527,0.887564,8.7915649,-39.265453,5.6089921,94058.57,44.82732,-92.005653,-21.323723,-10.864848,0.81223798,1.158329,40.592209,33613.047,1.057007,9.7078695,302928.66,1.127535,5.220294,0.81202799,2.063904,39323.977,15.959507,3550143.5,12.776687,19.136255,80680.867,74.448471,43.214844,1.116262
401,0.84057802,0.94607002,0.81048101,-51.994289,8.923399,54989.832,0.98855603,5.981914,0.94134003,1.182016,9.0195227,-21.244581,11.725895,8.9053898,1514454.4,8.4416103,-23.194468,15.229566,-56.935497,1.198316,1.936406,44297.758,49.037457,1.095485,-23.49531,144761.58,1.100448,6.857368,-35.314384,5.5717721,138025.66,47.129978,-88.729546,-17.436075,-8.4626322,1.073526,0.86796999,38.294518,33289.566,0.95756298,9.2068329,168463.36,1.037868,4.5826311,0.99855298,5.238287,32044.596,17.856922,3564299.2,18.69673,18.948025,28921.139,77.428032,110.39867,0.87838697
402,0.96302301,0.926498,1.055866,-55.971939,7.2649121,57900.441,1.122087,5.3076711,0.81093401,1.037269,7.304605,-14.237718,11.2339,11.949808,3609335.5,8.3844013,-24.742355,13.57682,-62.461033,0.993846,1.683314,41322.078,46.992748,0.96759802,-22.727545,73253.68,1.1860991,8.6128559,-40.45776,6.2420139,91923.75,52.324165,-90.713005,-19.511696,-11.466957,1.076316,1.245725,34.397804,49508.668,0.91435498,8.1485538,266620.72,1.161544,5.0498819,0.926911,5.669786,35276.66,17.160458,3610018.5,13.687525,21.673922,67597.508,70.520844,62.234795,0.98839402
403,1.0122401,0.80697,0.913342,-50.498215,9.8123999,39337.18,0.83036,6.3240709,1.16878,1.008005,10.068592,-12.922058,10.352059,9.6679287,2607821,8.358943,-22.050362,8.442193,-53.613796,1.034138,2.1790719,35350.793,46.847565,0.87940401,-22.130804,110475.23,1.0890599,7.7371769,-40.147957,6.5674939,132921.56,50.921318,-92.247093,-21.830421,-8.9664898,1.054584,1.002223,38.27932,63546.66,1.090068,10.777629,116635.16,0.80991101,4.4246912,1.1850441,7.2992258,18970.475,16.73534,6987624.5,18.633951,20.38505,101353.71,79.175117,46.298473,1.006477
404,0.93270499,0.99828899,0.89866197,-50.203354,9.940897,53983.648,0.86256599,5.668993,1.17077,1.021942,9.9383249,-20.336849,11.196604,11.851093,2176904,9.252738,-20.028624,10.860746,-58.281998,1.103351,1.56583,24359.162,44.772285,0.874129,-23.875154,102535.56,0.83248299,9.7650223,-40.128891,6.331656,177577.89,46.178059,-87.043686,-21.858307,-8.0161848,0.98572099,1.184047,36.268063,71464.859,0.932643,9.232872,138342.02,1.017506,4.3880482,1.123822,6.095314,12911.731,17.528593,5978012.5,16.189676,19.897005,31660.885,72.221107,133.4034,0.88207698
405,0.87950999,0.89734399,0.91511798,-47.915611,9.6412468,21398.338,0.80569899,6.5399089,0.91921198,0.821621,7.3246541,-14.584637,8.1749535,8.7572317,2708604,7.4136748,-27.91655,11.053986,-53.305676,1.160395,1.871845,30909.635,48.771515,1.11095,-22.101408,136171.55,0.836577,7.0352468,-39.483856,6.0601058,114069.05,49.226799,-85.550735,-21.415371,-10.922811,0.88207698,1.2084939,37.130386,53779.602,0.86868697,10.295449,162260.58,1.026306,4.205483,1.014385,-0.031323999,29911.379,16.227346,8411910,18.99835,20.803791,39814.488,70.868629,110.20367,1.099161
406,0.81210703,0.85848498,0.93687302,-52.93605,9.8896313,25757.576,1.140599,6.2247491,1.191151,1.024621,9.8010817,-20.77037,8.3697309,11.301114,3921752.2,8.4741516,-23.3472,15.731828,-57.931667,0.90771902,2.0700469,37933.371,46.68029,0.96954298,-26.066484,42670.645,0.84677202,6.9874501,-37.516529,7.3317881,71866.297,45.242908,-90.327454,-19.222473,-11.856626,1.002774,1.050248,34.120766,34661.07,0.85482502,9.1546583,121132.3,0.92259997,3.9717779,1.066898,0.50631797,46262.871,15.665967,5983306,17.489824,16.018848,42061.121,71.633606,128.18678,0.94920099
407,1.173649,1.098848,0.807262,-52.872688,10.191073,53106.539,1.166795,5.5390038,0.954974,0.80651897,8.8777819,-19.978682,11.258845,8.6729431,1838482.1,8.4825134,-28.631535,15.643581,-58.553074,0.80523503,1.8496751,24779.217,46.34169,0.93513697,-23.770847,119919.37,0.84495699,9.6328688,-39.236851,7.0627871,147873.95,52.314976,-84.023064,-22.146952,-11.170974,1.0177701,0.96364701,35.229183,38087.902,0.89478201,9.1320496,354026.91,0.87441498,4.0906091,0.89689201,0.81029099,36724.238,14.601764,6936013,13.188782,15.780721,73740.023,75.981239,42.639736,0.97969103
408,1.159358,0.96847701,1.0341769,-53.303123,9.1128664,45777.082,0.83756602,4.9559479,0.97366703,0.81244397,7.2703118,-22.069155,10.181403,10.232856,6112997,9.3292952,-27.558878,15.81516,-53.836979,0.97340298,1.94363,41961.508,46.98214,0.87792897,-23.921078,53971.438,1.191524,8.7266808,-41.164883,6.8975439,104566.06,47.009598,-90.825233,-21.429907,-10.16607,0.892609,0.97421497,37.610874,40382.27,1.176954,8.2470169,222063.59,1.179371,3.9120591,1.1894211,1.903495,34183.062,15.351717,5335757.5,18.519522,17.571737,94534.711,69.776093,133.08763,1.00437
